id,invoice_id,produk_id,quantity,payment_id,jenis_pesanan,kurir_id,tanggal_transaksi,customer_id
618,458,12,3,2,1,3,2021-04-19,16
619,459,17,2,6,1,1,2021-04-19,14
620,460,16,2,2,1,1,2021-04-20,10
621,460,23,1,2,1,1,2021-04-20,10
622,460,25,1,2,1,1,2021-04-20,57
623,461,4,1,4,1,1,2021-04-20,55
624,462,12,2,1,1,1,2021-04-20,83
625,463,5,1,4,1,3,2021-04-21,16
626,464,11,3,1,2,,2021-04-21,2
627,464,28,2,1,2,,2021-04-21,24
628,465,17,2,1,2,,2021-04-21,9
629,465,24,2,1,2,,2021-04-21,21
630,466,9,3,5,1,1,2021-04-21,91
631,467,11,1,1,2,,2021-04-21,45
632,467,26,2,1,2,,2021-04-21,95
633,468,15,2,3,2,,2021-04-22,23
634,469,5,1,1,2,,2021-04-22,62
635,470,11,2,5,2,,2021-04-22,11
636,470,25,1,5,2,,2021-04-22,57
637,471,8,3,2,1,1,2021-04-22,27
638,472,7,3,6,1,1,2021-04-23,14
639,473,11,1,5,1,3,2021-04-23,70
640,474,16,2,6,1,1,2021-04-23,86
641,474,22,2,6,1,1,2021-04-23,86
642,475,17,3,3,1,3,2021-04-23,16
643,475,23,2,3,1,3,2021-04-23,16
644,476,3,3,4,1,2,2021-04-23,6
645,477,5,1,5,1,3,2021-04-23,49
646,478,12,3,4,2,,2021-04-24,2
647,479,2,3,2,2,,2021-04-24,72
648,480,16,1,4,1,2,2021-04-24,64
649,480,20,1,4,1,2,2021-04-24,64
650,480,30,1,4,1,2,2021-04-24,60
651,481,7,2,4,1,2,2021-04-24,92
652,481,20,1,4,1,2,2021-04-24,92
653,481,28,2,4,1,2,2021-04-24,24
654,481,29,2,4,1,2,2021-04-24,96
655,482,2,1,3,2,,2021-04-24,78
656,483,11,3,1,1,3,2021-04-24,27
657,484,12,1,4,2,,2021-04-25,90
658,484,22,1,4,2,,2021-04-25,90
659,485,12,1,4,2,,2021-04-25,84
660,485,21,2,4,2,,2021-04-25,84
661,486,12,2,3,2,,2021-04-26,30
662,487,13,2,5,1,3,2021-04-26,36
663,487,19,1,5,1,3,2021-04-26,36
664,488,16,2,5,1,2,2021-04-26,78
665,488,23,1,5,1,2,2021-04-26,78
666,489,14,3,5,2,,2021-04-27,85
667,489,30,2,5,2,,2021-04-27,60
668,490,9,3,3,1,1,2021-04-27,52
669,490,27,2,3,1,1,2021-04-27,95
670,491,3,1,6,1,2,2021-04-27,9
671,492,12,2,4,1,3,2021-04-27,27
672,492,21,1,4,1,3,2021-04-27,27
673,492,23,1,4,1,3,2021-04-27,27
674,492,30,1,4,1,3,2021-04-27,60
675,493,12,2,5,2,,2021-04-28,71
676,494,14,1,3,1,1,2021-04-28,71
677,495,8,3,3,1,3,2021-04-28,74
678,495,19,2,3,1,3,2021-04-28,74
679,496,10,3,5,2,,2021-04-28,79
680,497,6,3,4,1,2,2021-04-28,61
681,498,13,2,4,1,3,2021-04-28,26
682,499,4,1,4,2,,2021-04-29,21
683,499,29,1,4,2,,2021-04-29,96
684,500,14,1,3,1,2,2021-04-29,11
685,501,13,1,2,1,2,2021-04-29,55
686,502,13,1,4,1,3,2021-04-29,45
687,503,3,3,3,2,,2021-04-29,67
688,504,8,1,4,1,3,2021-04-29,14
689,504,21,2,4,1,3,2021-04-29,14
690,504,29,1,4,1,3,2021-04-29,96
691,505,10,1,1,2,,2021-04-29,49
692,506,18,2,1,2,,2021-04-30,50
693,507,10,3,2,2,,2021-04-30,23
694,508,2,2,1,1,1,2021-04-30,10
695,509,17,3,3,1,1,2021-05-01,14
696,509,19,1,3,1,1,2021-05-01,14
697,510,15,3,4,2,,2021-05-01,27
698,510,22,2,4,2,,2021-05-01,27
699,511,18,1,4,1,3,2021-05-01,58
700,512,7,3,1,1,3,2021-05-01,99
701,513,8,1,6,1,2,2021-05-01,74
702,514,15,3,4,2,,2021-05-01,9
703,515,12,1,3,2,,2021-05-01,93
704,515,29,1,3,2,,2021-05-01,96
705,516,8,3,2,1,2,2021-05-02,68
706,517,6,1,4,1,1,2021-05-02,73
707,518,7,1,6,1,1,2021-05-02,11
708,519,14,2,1,2,,2021-05-02,16
709,520,18,1,3,1,3,2021-05-02,75
710,521,18,1,5,1,2,2021-05-02,100
711,522,1,2,3,2,,2021-05-03,64
712,523,8,2,5,1,2,2021-05-03,75
713,524,4,1,2,1,2,2021-05-03,96
714,525,12,1,4,1,1,2021-05-03,11
715,526,15,2,3,2,,2021-05-04,2
716,526,19,1,3,2,,2021-05-04,2
717,526,22,1,3,2,,2021-05-04,2
718,527,4,1,5,2,,2021-05-04,82
719,527,24,2,5,2,,2021-05-04,21
720,528,5,3,2,1,2,2021-05-04,95
721,529,17,1,2,2,,2021-05-04,59
722,530,6,3,2,2,,2021-05-04,79
723,531,18,3,4,2,,2021-05-05,49
724,532,1,2,4,1,2,2021-05-05,89
725,533,12,3,2,2,,2021-05-05,69
726,533,25,2,2,2,,2021-05-05,57
727,534,18,2,3,1,2,2021-05-05,90
728,535,5,3,2,1,2,2021-05-06,81
729,536,4,3,2,1,2,2021-05-06,45
730,537,2,2,4,1,3,2021-05-06,47
731,538,9,1,3,2,,2021-05-07,1
732,539,6,1,5,1,3,2021-05-07,62
733,540,4,2,5,1,3,2021-05-07,25
734,540,26,1,5,1,3,2021-05-07,95
735,541,17,3,1,2,,2021-05-08,62
736,542,4,2,6,2,,2021-05-08,49
737,543,3,3,6,2,,2021-05-08,94
738,544,13,3,1,2,,2021-05-08,29
739,545,18,1,6,1,3,2021-05-08,17
740,546,1,2,2,1,3,2021-05-09,54
741,547,16,1,5,2,,2021-05-09,43
742,548,13,2,5,2,,2021-05-09,22
743,548,20,1,5,2,,2021-05-09,22
744,549,4,3,6,2,,2021-05-09,64
745,550,5,2,2,1,3,2021-05-10,97
746,550,22,2,2,1,3,2021-05-10,97
747,550,31,1,2,1,3,2021-05-10,35
748,551,8,2,4,1,3,2021-05-10,20
749,551,25,1,4,1,3,2021-05-10,57
750,552,12,2,2,2,,2021-05-10,83
751,553,11,1,1,1,2,2021-05-10,86
752,554,12,3,4,2,,2021-05-11,53
753,555,1,1,3,1,3,2021-05-11,49
754,556,17,3,3,1,2,2021-05-11,89
755,557,14,2,3,2,,2021-05-11,88
756,558,8,1,1,1,1,2021-05-12,62
757,559,3,1,4,2,,2021-05-12,66
758,560,8,1,4,2,,2021-05-13,1
759,561,13,2,6,1,3,2021-05-13,44
760,562,7,1,6,2,,2021-05-13,60
761,563,9,1,3,2,,2021-05-13,35
762,564,11,3,2,2,,2021-05-14,89
763,565,3,3,2,2,,2021-05-14,40
764,566,1,3,6,1,1,2021-05-14,3
765,566,21,1,6,1,1,2021-05-14,3
766,567,12,2,4,1,3,2021-05-15,89
767,568,18,2,2,2,,2021-05-15,96
768,568,25,1,2,2,,2021-05-15,57
769,569,1,2,3,1,1,2021-05-15,6
770,570,5,1,3,2,,2021-05-16,35
771,571,18,2,1,1,3,2021-05-16,86
772,571,30,1,1,1,3,2021-05-16,60
773,572,9,3,5,1,2,2021-05-16,72
774,573,7,1,4,2,,2021-05-16,35
775,574,5,1,2,2,,2021-05-16,36
776,575,18,3,3,1,1,2021-05-16,82
777,576,4,3,6,1,3,2021-05-17,34
778,576,21,2,6,1,3,2021-05-17,34
779,577,15,1,6,2,,2021-05-17,32
780,578,13,2,5,1,3,2021-05-18,45
781,579,8,1,4,1,1,2021-05-18,60
782,580,17,3,5,2,,2021-05-18,79
783,581,1,1,3,1,1,2021-05-19,97
784,582,4,3,6,1,1,2021-05-19,95
785,583,5,3,4,1,2,2021-05-20,89
786,584,7,2,5,1,3,2021-05-20,77
787,585,2,1,2,1,3,2021-05-20,87
788,585,20,1,2,1,3,2021-05-20,87
789,586,10,2,3,2,,2021-05-20,47
790,586,23,1,3,2,,2021-05-20,47
791,587,14,3,6,1,2,2021-05-20,70
792,588,9,1,4,2,,2021-05-21,58
793,588,30,1,4,2,,2021-05-21,60
794,589,4,2,3,2,,2021-05-21,27
795,589,26,1,3,2,,2021-05-21,95
796,590,6,1,3,1,2,2021-05-22,31
797,591,12,2,3,2,,2021-05-23,54
798,592,7,1,5,1,1,2021-05-23,57
799,593,7,2,2,1,3,2021-05-23,69
800,594,13,2,1,2,,2021-05-23,13
801,595,14,2,3,2,,2021-05-23,40
802,596,17,1,3,1,1,2021-05-23,57
803,596,21,2,3,1,1,2021-05-23,57
804,597,14,2,3,1,2,2021-05-24,39
805,598,3,1,2,2,,2021-05-24,66
806,599,18,3,5,2,,2021-05-24,45
807,600,9,2,1,1,3,2021-05-25,84
808,600,21,2,1,1,3,2021-05-25,84
809,601,5,1,2,2,,2021-05-25,50
810,602,7,3,4,1,1,2021-05-26,86
811,603,5,3,1,1,3,2021-05-26,15
812,604,6,2,4,1,1,2021-05-26,92
813,605,18,1,6,1,3,2021-05-26,44
814,606,12,3,2,1,2,2021-05-26,90
815,606,29,1,2,1,2,2021-05-26,96
816,607,9,1,3,1,1,2021-05-26,95
817,607,22,2,3,1,1,2021-05-26,95
818,608,11,3,4,2,,2021-05-27,26
819,608,27,1,4,2,,2021-05-27,95
820,609,9,1,4,1,1,2021-05-27,47
821,610,7,1,2,1,2,2021-05-27,61
822,611,4,3,2,1,2,2021-05-28,94
823,612,2,3,3,2,,2021-05-28,64
824,613,6,1,5,2,,2021-05-28,12
825,614,8,1,2,1,1,2021-05-28,60
826,615,7,3,5,2,,2021-05-28,42
827,616,16,1,6,1,1,2021-05-28,3
828,616,26,2,6,1,1,2021-05-28,95
829,617,7,1,4,2,,2021-05-28,100
830,618,17,1,2,2,,2021-05-29,52
831,619,5,2,5,2,,2021-05-29,46
832,620,3,1,5,2,,2021-05-29,51
833,621,5,2,4,2,,2021-05-29,53
834,621,21,1,4,2,,2021-05-29,53
835,622,5,2,1,2,,2021-05-29,15
836,623,14,3,6,2,,2021-05-29,15
837,624,11,3,4,2,,2021-05-29,75
838,624,29,1,4,2,,2021-05-29,96
839,625,1,1,4,1,2,2021-05-29,11
840,626,4,2,1,1,2,2021-05-30,60
841,626,23,2,1,1,2,2021-05-30,60
842,626,28,1,1,1,2,2021-05-30,24
843,627,3,1,1,1,3,2021-05-30,23
844,628,18,2,2,1,3,2021-05-31,12
845,628,22,1,2,1,3,2021-05-31,12
846,629,4,1,4,2,,2021-05-31,78
847,629,20,1,4,2,,2021-05-31,78
848,630,14,2,4,2,,2021-06-01,5
849,630,23,2,4,2,,2021-06-01,5
850,631,15,2,6,2,,2021-06-01,36
851,631,26,2,6,2,,2021-06-01,95
852,632,3,3,5,1,1,2021-06-01,9
853,633,8,3,3,2,,2021-06-02,78
854,634,3,1,6,1,2,2021-06-02,84
855,635,8,1,6,1,1,2021-06-02,42
856,636,9,3,1,1,2,2021-06-02,88
857,637,9,2,5,2,,2021-06-02,4
858,638,13,3,3,1,1,2021-06-02,1
859,639,6,3,3,1,3,2021-06-03,40
860,640,16,2,1,1,2,2021-06-03,97
861,641,7,1,3,1,3,2021-06-03,39
862,641,29,2,3,1,3,2021-06-03,96
863,642,18,1,3,2,,2021-06-03,92
864,643,4,1,3,2,,2021-06-04,39
865,644,14,1,6,1,3,2021-06-04,76
866,645,17,3,1,2,,2021-06-04,19
867,646,1,1,1,1,1,2021-06-04,84
868,647,2,2,1,2,,2021-06-04,25
869,647,27,2,1,2,,2021-06-04,95
870,648,15,3,6,2,,2021-06-04,57
871,649,12,3,5,1,3,2021-06-05,13
872,650,3,2,3,1,1,2021-06-05,37
873,651,13,1,2,1,2,2021-06-06,29
874,652,10,1,3,2,,2021-06-06,13
875,652,20,2,3,2,,2021-06-06,13
876,653,6,1,4,2,,2021-06-06,34
877,654,17,2,1,1,2,2021-06-06,74
878,655,6,1,3,2,,2021-06-06,99
879,656,10,2,3,1,2,2021-06-07,55
880,656,27,2,3,1,2,2021-06-07,95
881,657,12,1,3,1,3,2021-06-07,88
882,657,30,2,3,1,3,2021-06-07,60
883,658,8,3,5,1,3,2021-06-07,28
884,658,21,2,5,1,3,2021-06-07,28
885,659,13,1,3,1,3,2021-06-07,35
886,659,22,2,3,1,3,2021-06-07,35
887,660,8,2,5,2,,2021-06-08,14
888,660,20,1,5,2,,2021-06-08,14
889,661,8,2,4,1,3,2021-06-08,69
890,662,10,3,2,2,,2021-06-08,49
891,662,23,1,2,2,,2021-06-08,49
892,663,8,2,4,1,2,2021-06-08,89
893,664,10,3,1,2,,2021-06-08,88
894,665,8,3,4,2,,2021-06-08,10
895,666,11,1,4,2,,2021-06-09,7
896,667,5,3,6,2,,2021-06-09,15
897,668,13,3,1,2,,2021-06-09,76
898,669,16,3,1,1,1,2021-06-09,55
899,669,20,1,1,1,1,2021-06-09,55
900,670,2,2,2,1,2,2021-06-10,17
901,671,3,3,2,2,,2021-06-10,88
902,671,20,1,2,2,,2021-06-10,88
903,671,31,1,2,2,,2021-06-10,35
904,672,15,3,3,1,2,2021-06-10,72
905,673,9,2,5,1,2,2021-06-10,56
906,673,26,1,5,1,2,2021-06-10,95
907,674,10,2,1,1,3,2021-06-10,12
908,674,25,1,1,1,3,2021-06-10,57
909,675,3,3,3,2,,2021-06-11,88
910,676,15,1,3,2,,2021-06-12,53
911,677,17,1,2,2,,2021-06-12,3
912,678,5,1,2,2,,2021-06-12,5
913,679,15,1,3,1,3,2021-06-12,78
914,680,5,3,3,1,1,2021-06-12,40
915,680,30,2,3,1,1,2021-06-12,60
916,680,27,2,3,1,1,2021-06-12,95
917,681,7,2,4,2,,2021-06-12,47
918,682,18,1,2,1,1,2021-06-12,2
919,682,31,2,2,1,1,2021-06-12,35
920,683,14,1,2,1,2,2021-06-13,60
921,683,21,2,2,1,2,2021-06-13,60
922,683,29,1,2,1,2,2021-06-13,96
923,683,31,2,2,1,2,2021-06-13,35
924,684,7,2,2,1,1,2021-06-13,68
925,685,18,3,4,2,,2021-06-13,46
926,686,6,1,1,1,3,2021-06-14,71
927,687,14,1,4,1,3,2021-06-14,42
928,688,16,1,2,2,,2021-06-14,49
929,688,24,1,2,2,,2021-06-14,21
930,689,2,3,1,1,1,2021-06-14,34
931,690,14,1,1,2,,2021-06-15,56
932,690,19,2,1,2,,2021-06-15,56
933,691,17,2,1,1,2,2021-06-15,34
934,692,10,3,2,2,,2021-06-15,64
935,692,31,1,2,2,,2021-06-15,35
936,693,1,1,6,2,,2021-06-15,87
937,694,5,1,1,2,,2021-06-15,26
938,695,2,1,3,2,,2021-06-16,61
939,695,20,1,3,2,,2021-06-16,61
940,695,23,2,3,2,,2021-06-16,61
941,696,16,3,4,2,,2021-06-16,58
942,696,27,2,4,2,,2021-06-16,95
943,697,5,2,1,1,3,2021-06-17,4
944,698,9,3,6,2,,2021-06-17,98
945,699,13,3,6,2,,2021-06-17,89
946,699,24,2,6,2,,2021-06-17,21
947,699,29,1,6,2,,2021-06-17,96
948,700,8,2,6,2,,2021-06-17,100
949,701,6,1,6,1,2,2021-06-17,4
950,701,25,1,6,1,2,2021-06-17,57
951,702,12,1,2,1,3,2021-06-17,23
952,703,15,2,1,1,3,2021-06-18,47
953,704,4,2,2,2,,2021-06-18,5
954,704,21,1,2,2,,2021-06-18,5
955,705,1,1,1,2,,2021-06-18,52
956,705,21,1,1,2,,2021-06-18,52
957,706,3,1,4,1,1,2021-06-18,86
958,707,14,3,5,1,1,2021-06-18,50
959,707,19,2,5,1,1,2021-06-18,50
960,708,10,2,1,1,2,2021-06-18,3
961,708,29,1,1,1,2,2021-06-18,96
962,709,15,3,2,2,,2021-06-19,59
963,709,22,2,2,2,,2021-06-19,59
964,710,10,2,2,2,,2021-06-19,18
965,711,2,2,3,1,2,2021-06-19,18
966,711,23,2,3,1,2,2021-06-19,18
967,712,4,3,3,2,,2021-06-19,29
968,712,25,1,3,2,,2021-06-19,57
969,713,18,1,4,2,,2021-06-19,26
970,713,27,2,4,2,,2021-06-19,95
971,714,7,1,3,2,,2021-06-19,80
972,714,23,1,3,2,,2021-06-19,80
973,715,8,2,3,1,2,2021-06-19,14
974,715,21,1,3,1,2,2021-06-19,14
975,715,31,2,3,1,2,2021-06-19,35
976,716,8,2,4,1,3,2021-06-20,85
977,717,7,1,4,2,,2021-06-20,77
978,717,19,2,4,2,,2021-06-20,77
979,718,8,3,2,2,,2021-06-20,6
980,719,10,1,2,1,3,2021-06-21,52
981,720,3,3,5,2,,2021-06-21,53
982,721,16,1,2,2,,2021-06-21,18
983,722,3,1,4,1,2,2021-06-21,17
984,722,30,2,4,1,2,2021-06-21,60
985,723,13,1,3,1,2,2021-06-21,88
986,724,12,1,3,2,,2021-06-21,34
987,725,17,2,3,1,2,2021-06-21,42
988,726,6,3,1,2,,2021-06-21,18
989,727,1,3,3,2,,2021-06-22,84
990,727,19,2,3,2,,2021-06-22,84
991,728,2,2,3,1,2,2021-06-22,58
992,729,17,2,6,1,1,2021-06-22,73
993,730,3,2,2,2,,2021-06-23,42
994,731,10,2,3,1,2,2021-06-23,81
995,731,23,1,3,1,2,2021-06-23,81
996,732,5,2,2,2,,2021-06-23,44
997,733,6,1,3,1,1,2021-06-24,16
998,734,6,1,2,2,,2021-06-24,8
999,735,4,3,2,1,2,2021-06-24,21
1000,736,13,3,3,2,,2021-06-25,31
1001,736,19,1,3,2,,2021-06-25,31
1002,736,19,1,3,2,,2021-06-25,31
1003,737,1,3,3,1,3,2021-06-25,92
1004,738,7,1,4,2,,2021-06-25,34
1005,738,21,2,4,2,,2021-06-25,34
1006,739,4,3,4,1,2,2021-06-26,40
1007,740,12,1,5,1,3,2021-06-26,30
1008,741,18,3,4,1,2,2021-06-26,93
1009,742,17,3,3,2,,2021-06-27,40
1010,743,8,2,5,1,1,2021-06-27,18
1011,744,4,3,4,1,2,2021-06-27,37
1012,745,17,3,6,1,2,2021-06-27,51
1013,746,16,1,3,1,1,2021-06-27,62
1014,747,9,2,6,2,,2021-06-27,2
1015,748,6,3,4,2,,2021-06-27,85
1016,749,14,1,2,2,,2021-06-27,76
1017,749,29,1,2,2,,2021-06-27,96
1018,750,16,2,5,1,2,2021-06-28,93
1019,751,9,1,2,2,,2021-06-29,42
1020,751,31,2,2,2,,2021-06-29,35
1021,752,13,2,1,2,,2021-06-29,84
1022,753,14,1,5,2,,2021-06-29,17
1023,754,8,2,6,2,,2021-06-29,90
1024,755,8,1,3,1,2,2021-06-29,59
1025,756,2,1,6,2,,2021-06-29,78
1026,757,14,2,6,1,1,2021-06-29,31
1027,758,7,3,6,1,1,2021-06-29,50
1028,759,3,1,1,2,,2021-06-29,5
1029,759,26,2,1,2,,2021-06-29,95
1030,760,18,2,3,1,2,2021-06-30,29
1031,761,12,3,2,2,,2021-06-30,14
1032,762,13,1,5,2,,2021-06-30,46
1033,763,16,3,6,2,,2021-07-01,67
1034,764,5,1,4,2,,2021-07-01,73
1035,765,16,3,6,1,3,2021-07-01,81
1036,766,9,3,4,1,3,2021-07-01,16
1037,767,18,1,5,1,3,2021-07-02,24
1038,768,14,3,1,1,1,2021-07-02,49
1039,769,4,1,1,1,2,2021-07-02,56
1040,769,26,1,1,1,2,2021-07-02,95
1041,770,10,1,3,2,,2021-07-03,85
1042,770,22,1,3,2,,2021-07-03,85
1043,771,15,3,4,1,2,2021-07-03,16
1044,772,10,1,6,2,,2021-07-03,25
1045,773,7,1,4,2,,2021-07-03,81
1046,773,29,2,4,2,,2021-07-03,96
1047,774,16,3,2,1,2,2021-07-03,48
1048,774,19,1,2,1,2,2021-07-03,48
1049,775,17,2,3,2,,2021-07-03,82
1050,775,22,1,3,2,,2021-07-03,82
1051,776,10,1,5,1,1,2021-07-04,1
1052,777,12,3,6,2,,2021-07-04,15
1053,778,4,3,2,2,,2021-07-04,30
1054,778,29,2,2,2,,2021-07-04,96
1055,779,3,1,5,1,3,2021-07-05,17
1056,780,8,1,5,2,,2021-07-05,65
1057,781,1,3,4,2,,2021-07-05,70
1058,782,9,2,2,1,3,2021-07-05,90
1059,783,1,2,6,2,,2021-07-06,64
1060,784,10,3,5,1,1,2021-07-06,66
1061,784,28,1,5,1,1,2021-07-06,24
1062,785,6,3,2,1,2,2021-07-06,71
1063,786,17,3,4,2,,2021-07-06,71
1064,786,29,1,4,2,,2021-07-06,96
1065,787,1,2,1,2,,2021-07-06,39
1066,788,3,3,5,2,,2021-07-06,87
1067,789,6,1,5,2,,2021-07-07,9
1068,789,26,1,5,2,,2021-07-07,95
1069,790,9,2,6,2,,2021-07-07,56
1070,791,5,1,3,2,,2021-07-07,17
1071,792,1,1,6,1,2,2021-07-07,10
1072,793,3,2,3,2,,2021-07-07,91
1073,794,5,2,1,2,,2021-07-08,98
1074,794,24,2,1,2,,2021-07-08,21
1075,795,6,3,4,1,2,2021-07-08,31
1076,796,10,2,5,2,,2021-07-08,49
1077,797,11,2,6,2,,2021-07-08,90
1078,797,21,1,6,2,,2021-07-08,90
1079,797,21,2,6,2,,2021-07-08,90
1080,798,18,3,1,1,2,2021-07-08,5
1081,798,19,2,1,1,2,2021-07-08,5
1082,799,3,3,2,1,1,2021-07-09,47
1083,799,25,2,2,1,1,2021-07-09,57
1084,800,4,2,2,1,2,2021-07-09,93
1085,800,21,2,2,1,2,2021-07-09,93
1086,800,26,1,2,1,2,2021-07-09,95
1087,801,16,1,2,1,1,2021-07-09,10
1088,802,10,1,5,2,,2021-07-09,92
1089,803,5,3,6,2,,2021-07-09,16
1090,804,6,2,4,2,,2021-07-10,59
1091,805,13,1,4,1,2,2021-07-10,19
1092,806,2,3,4,1,1,2021-07-10,98
1093,806,19,2,4,1,1,2021-07-10,98
1094,806,27,1,4,1,1,2021-07-10,95
1095,807,11,2,5,1,3,2021-07-10,3
1096,808,15,1,5,2,,2021-07-10,7
1097,809,18,1,4,2,,2021-07-11,76
1098,809,19,1,4,2,,2021-07-11,76
1099,810,2,1,6,1,1,2021-07-11,80
1100,810,27,1,6,1,1,2021-07-11,95
1101,811,10,2,4,2,,2021-07-11,80
1102,811,21,1,4,2,,2021-07-11,80
1103,812,3,2,1,2,,2021-07-11,11
1104,813,17,2,6,2,,2021-07-12,61
1105,813,24,2,6,2,,2021-07-12,21
1106,814,2,2,5,1,3,2021-07-12,40
1107,815,10,1,2,1,2,2021-07-13,97
1108,815,20,2,2,1,2,2021-07-13,97
1109,816,12,3,4,1,3,2021-07-13,25
1110,817,10,3,5,1,1,2021-07-13,22
1111,818,6,1,6,2,,2021-07-13,44
1112,819,6,1,3,1,2,2021-07-14,58
1113,820,15,3,2,1,1,2021-07-14,56
1114,820,19,1,2,1,1,2021-07-14,56
1115,821,16,3,3,1,1,2021-07-15,97
1116,822,11,3,3,2,,2021-07-15,67
1117,822,23,1,3,2,,2021-07-15,67
1118,823,6,2,1,1,1,2021-07-15,5
1119,824,12,3,5,1,3,2021-07-15,47
1120,825,4,1,1,2,,2021-07-15,31
1121,825,24,2,1,2,,2021-07-15,21
1122,826,12,2,4,1,3,2021-07-15,35
1123,827,14,3,6,1,1,2021-07-15,73
1124,828,14,3,6,2,,2021-07-16,20
1125,828,21,1,6,2,,2021-07-16,20
1126,828,19,1,6,2,,2021-07-16,20
1127,829,4,3,6,1,1,2021-07-16,24
1128,829,21,2,6,1,1,2021-07-16,24
1129,830,5,1,3,1,1,2021-07-16,71
1130,831,2,2,1,1,1,2021-07-16,51
1131,831,20,1,1,1,1,2021-07-16,51
1132,832,6,3,6,2,,2021-07-16,35
1133,832,20,2,6,2,,2021-07-16,35
1134,833,3,2,6,2,,2021-07-17,70
1135,834,12,1,6,1,1,2021-07-17,68
1136,835,10,2,2,2,,2021-07-17,24
1137,835,31,2,2,2,,2021-07-17,35
1138,836,15,2,6,1,2,2021-07-17,31
1139,837,9,3,1,1,2,2021-07-18,41
1140,837,21,2,1,1,2,2021-07-18,41
1141,838,15,3,3,1,3,2021-07-18,92
1142,838,19,2,3,1,3,2021-07-18,92
1143,839,14,3,3,2,,2021-07-18,84
1144,840,7,2,1,2,,2021-07-18,81
1145,841,6,3,1,2,,2021-07-19,23
1146,842,13,1,4,2,,2021-07-19,60
1147,843,10,3,4,2,,2021-07-19,55
1148,844,1,2,2,2,,2021-07-19,44
1149,845,1,3,5,2,,2021-07-20,44
1150,846,6,3,5,1,1,2021-07-20,47
1151,847,15,1,5,2,,2021-07-20,87
1152,848,5,3,3,2,,2021-07-20,100
1153,849,7,3,3,1,2,2021-07-20,47
1154,850,13,1,4,1,1,2021-07-20,37
1155,851,1,3,1,2,,2021-07-20,63
1156,852,14,2,4,2,,2021-07-20,63
1157,853,10,2,1,2,,2021-07-20,63
1158,853,25,2,1,2,,2021-07-20,57
1159,854,5,1,2,1,2,2021-07-20,61
1160,854,30,1,2,1,2,2021-07-20,60
1161,855,10,1,1,2,,2021-07-21,16
1162,856,1,2,3,1,3,2021-07-21,69
1163,856,27,2,3,1,3,2021-07-21,95
1164,857,5,3,4,2,,2021-07-21,73
1165,857,19,2,4,2,,2021-07-21,73
1166,858,6,3,1,2,,2021-07-21,85
1167,858,23,1,1,2,,2021-07-21,85
1168,859,18,1,5,1,1,2021-07-21,44
1169,860,7,3,2,2,,2021-07-22,37
1170,861,17,1,1,2,,2021-07-22,15
1171,861,21,1,1,2,,2021-07-22,15
1172,862,12,3,4,2,,2021-07-22,26
1173,863,11,2,4,2,,2021-07-22,10
1174,864,9,3,5,1,1,2021-07-22,15
1175,865,18,2,4,1,3,2021-07-23,99
1176,866,7,3,4,1,2,2021-07-23,82
1177,867,14,1,3,1,3,2021-07-23,33
1178,867,23,2,3,1,3,2021-07-23,33
1179,867,22,2,3,1,3,2021-07-23,33
1180,868,5,2,4,2,,2021-07-23,71
1181,869,11,1,6,1,3,2021-07-23,53
1182,870,10,1,5,2,,2021-07-24,41
1183,871,17,3,6,2,,2021-07-24,52
1184,872,13,2,3,1,3,2021-07-24,48
1185,873,1,3,2,1,3,2021-07-24,65
1186,873,30,1,2,1,3,2021-07-24,60
1187,874,18,2,1,1,1,2021-07-24,6
1188,875,13,2,6,2,,2021-07-25,15
1189,876,7,1,3,1,3,2021-07-25,88
1190,877,4,2,6,1,2,2021-07-26,13
1191,878,7,3,6,1,2,2021-07-26,30
1192,879,13,3,5,1,3,2021-07-29,94
1193,880,4,1,4,2,,2021-07-29,2
1194,880,26,2,4,2,,2021-07-29,95
1195,881,5,2,4,2,,2021-07-29,98
1196,882,17,3,1,1,2,2021-07-29,28
1197,883,16,3,3,2,,2021-07-30,91
1198,884,13,2,3,1,1,2021-07-30,80
1199,885,18,1,5,2,,2021-07-30,30
1200,886,6,2,3,1,2,2021-07-30,11
1201,887,3,2,4,2,,2021-07-30,42
1202,888,2,1,6,1,2,2021-07-31,17
1203,889,12,3,5,1,2,2021-07-31,83
1204,889,25,1,5,1,2,2021-07-31,57
1205,890,5,2,2,1,1,2021-07-31,18
1206,890,31,1,2,1,1,2021-07-31,35
1207,891,11,2,2,1,1,2021-08-01,9
1208,891,20,2,2,1,1,2021-08-01,9
1209,892,2,2,6,2,,2021-08-01,4
1210,893,13,3,4,2,,2021-08-01,80
1211,894,2,3,2,1,2,2021-08-01,26
1212,895,15,1,3,1,1,2021-08-01,35
1213,896,3,1,1,1,1,2021-08-01,75
1214,896,22,2,1,1,1,2021-08-01,75
1215,896,23,1,1,1,1,2021-08-01,75
1216,897,3,2,5,2,,2021-08-01,54
1217,898,15,1,5,2,,2021-08-02,39
1218,899,3,2,1,2,,2021-08-02,75
1219,900,2,3,4,2,,2021-08-02,62
1220,900,19,1,4,2,,2021-08-02,62
1221,901,1,2,1,2,,2021-08-02,34
1222,902,12,1,5,2,,2021-08-02,11
1223,903,4,2,6,2,,2021-08-03,70
1224,903,23,2,6,2,,2021-08-03,70
1225,904,8,2,2,1,2,2021-08-04,68
1226,904,21,2,2,1,2,2021-08-04,68
